Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb Incent (Lei 12431);Escritura Padronizada;Resgate Antecipado
TCTB22;CPE PENINSULA DO TUCURUCUTUBA;'002;'002;Não;Registrado;BRTCTBDBS027;SEP/GER/DEB - 98/055;13/08/1998;;;01/11/1997;Indeterminado; - - - - - - ;;01/11/1997;-;-;AGE;13/10/1997;AGE;12/01/1998;Nominativa;Subordinada;Permutável;2550;0,;0,;880;0;0;0;0,;0;0,;0;R$;1,000,000,000;R$;3,566,118,950;21/07/2016;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;6,0000% aa 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;1,000,000;0;Mês;-;100% DA ROD, PAGOS MENSALMENTE ATE O 15 DIA UTIL  ;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;OLIVEIRA TRUST DTVM SA;SEM BANCO LIQUIDANTE/MANDATARIO;BANCO SANTANDER BRASIL SA;5.87986E+13;N; n ;
TCTB32;CPE PENINSULA DO TUCURUCUTUBA;'003;'002;Não;Registrado;BRTCTBDBS035;SEP/GER/DEB - 98/056;13/08/1998;;;01/11/1997;Indeterminado; - - - - - - ;;01/11/1997;-;-;AGE;13/10/1997;AGE;12/01/1998;Nominativa;Subordinada;Permutável;2550;0,;0,;0;0;0;0;0,;0;0,;0;R$;1,000,000,000;R$;3,566,118,950;21/07/2016;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;6,0000% aa 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;1,000,000;0;Mês;-;100% DA ROD, PAGOS MENSALMENTE ATE O 15 DIA UTIL  ;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;OLIVEIRA TRUST DTVM SA;SEM BANCO LIQUIDANTE/MANDATARIO;BANCO SANTANDER BRASIL SA;5.87986E+13;N; n ;
TCTB42;CPE PENINSULA DO TUCURUCUTUBA;'004;'002;Não;Registrado;BRTCTBDBS043;SEP/GER/DEB - 98/057;13/08/1998;;;01/11/1997;Indeterminado; - - - - - - ;;01/11/1997;-;-;AGE;13/10/1997;AGE;12/01/1998;Nominativa;Subordinada;Permutável;2550;0,;0,;0;0;0;0;0,;0;0,;0;R$;1,000,000,000;R$;3,566,118,950;21/07/2016;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;6,0000% aa 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;1,000,000;0;Mês;-;100% DA ROD, PAGOS MENSALMENTE ATE O 15 DIA UTIL  ;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;OLIVEIRA TRUST DTVM SA;SEM BANCO LIQUIDANTE/MANDATARIO;BANCO SANTANDER BRASIL SA;5.87986E+13;N; n ;
TCTB52;CPE PENINSULA DO TUCURUCUTUBA;'005;'002;Não;Registrado;BRTCTBDBS050;SEP/GER/DEB - 98/058;13/08/1998;;;01/11/1997;Indeterminado; - - - - - - ;;01/11/1997;-;-;AGE;13/10/1997;AGE;12/01/1998;Nominativa;Subordinada;Permutável;2550;0,;0,;0;0;0;0;0,;0;0,;0;R$;1,000,000,000;R$;3,566,118,950;21/07/2016;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;6,0000% aa 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;1,000,000;0;Mês;-;100% DA ROD, PAGOS MENSALMENTE ATE O 15 DIA UTIL  ;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;OLIVEIRA TRUST DTVM SA;SEM BANCO LIQUIDANTE/MANDATARIO;BANCO SANTANDER BRASIL SA;5.87986E+13;N; n ;
TCTB62;CPE PENINSULA DO TUCURUCUTUBA;'006;'002;Não;Registrado;BRTCTBDBS068;SEP/GER/DEB - 98/059;13/08/1998;;;01/11/1997;Indeterminado; - - - - - - ;;01/11/1997;-;-;AGE;13/10/1997;AGE;12/01/1998;Nominativa;Subordinada;Permutável;1800;0,;0,;0;0;0;0;0,;0;0,;0;R$;1,000,000,000;R$;3,566,118,950;21/07/2016;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;6,0000% aa 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;1,000,000;0;Mês;-;100% DA ROD, PAGOS MENSALMENTE ATE O 15 DIA UTIL  ;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;OLIVEIRA TRUST DTVM SA;SEM BANCO LIQUIDANTE/MANDATARIO;BANCO SANTANDER BRASIL SA;5.87986E+13;N; n ;
TEBR13;TELEFONICA BRASIL S/A;'ÚNI;'003;ND;Registrado;BRVIVTDBS044;DISPENSA ICVM 476/09;12/09/2012;;;10/09/2012;10/09/2017; - - - - - - ;;13/09/2012;-;-;RCA;16/08/2012;;;Escritural;Quirografária;Simples;200000;0,;0,;200000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,7500;252;6;MES;10/03/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BB BCO DE INVESTIMENTO S/A;2.55816E+12;N; n ;
TEEP21;CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA;'002;'001;ND;Registrado;BRTRPLDBS014;CVM/SRE/DEB/2010/002;07/01/2010;;;15/12/2009;15/12/2017; - - - - - - ;;15/12/2009;-;-;RCA;30/09/2009;RCA;14/12/2009;Escritural;Quirografária;Simples;5760;0;0;5750;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;7,807,679,931;21/07/2016;IPCA;Correção Monetária;Padrão - SND;15;-;   ;0,00;0,000;-;;;250,000;-;-;-;-;Percentual fixo sobre o valor nominal atualizado em períodos não uniformes;81,000;252;18;MES;15/06/2011;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;ITAU UNIBANCO SA;2.99861E+12;N; n ;
TEND11;CONSTRUTORA TENDA S/A;'ÚNI;'001;ND;Registrado;BRTENDDBS006;SRE/GER2/N¿463/2009;06/05/2009;;;01/04/2009;01/10/2016; - - - - - - ;;11/05/2009;-;-;RCA;27/03/2009;AGE;14/04/2009;Escritural;Flutuante;Simples;1;0;0;1;0;0;0;0,;0;0,;0;R$;600,000,000,000,000;R$;100,000,000,000,000;21/07/2016;TR;Integrante de Juros;Padrão - SND;;-;   ;0,00;0,000;-;;;-;6;MES;01/10/2012;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;90,000;252;6;MES;01/10/2009;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER CV S/A;ITAU CV S/A;ITAU UNIBANCO SA;7.14765E+13;N; n ;
TEPE11;TERMELETRICA   PERNAMBUCO  III   SA;'001;'001;ND;Registrado;BRTEPEDBS009;CVM/SRE/DEB/2013/031;18/12/2013;;;15/11/2013;15/11/2025; - - - - - - ;;15/11/2013;20/12/2013;-;AGE;25/10/2013;;;Escritural;Real;Simples;75000;0,;0,;74627;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;874,111,730;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/11/2014;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;91,100;252;12;MES;15/11/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;ITAU UNIBANCO SA;1.05027E+13;S; n ;
TEPE21;TERMELETRICA   PERNAMBUCO  III   SA;'002;'001;ND;Registrado;BRTEPEDBS017;CVM/SRE/DEB/2013/032;18/12/2013;;;15/11/2013;15/02/2025; - - - - - - ;;15/11/2013;20/12/2013;-;AGE;25/10/2013;;;Escritural;Real;Simples;75000;0,;0,;74627;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,117,614,289;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/02/2015;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;91,100;252;12;MES;15/02/2015;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;ITAU UNIBANCO SA;1.05027E+13;S; n ;
TEPE31;TERMELETRICA   PERNAMBUCO  III   SA;'003;'001;ND;Registrado;BRTEPEDBS025;CVM/SRE/DEB/2013/033;18/12/2013;;;15/11/2013;15/05/2025; - - - - - - ;;15/11/2013;20/12/2013;-;AGE;25/10/2013;;;Escritural;Real;Simples;75000;0,;0,;74627;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,117,614,306;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/05/2015;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;91,100;252;12;MES;15/05/2015;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;ITAU UNIBANCO SA;1.05027E+13;S; n ;
TEPE41;TERMELETRICA   PERNAMBUCO  III   SA;'004;'001;ND;Registrado;BRTEPEDBS033;CVM/SRE/DEB/2013/034;18/12/2013;;;15/11/2013;15/08/2025; - - - - - - ;;15/11/2013;20/12/2013;-;AGE;25/10/2013;;;Escritural;Real;Simples;75000;0,;0,;74627;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,211,269,108;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/08/2015;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;91,100;252;12;MES;15/08/2015;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;ITAU UNIBANCO SA;1.05027E+13;S; n ;
TERP14;TERMOPERNAMBUCO SA;'001;'004;ND;Registrado;BRTMPEDBS044;DISPENSA ICVM 476/09;18/12/2013;;;15/12/2013;15/12/2017; - - - - - - ;;15/12/2013;19/12/2013;-;RCA;07/11/2013;AGE;27/11/2013;Escritural;Quirografária;Simples;12450;0,;0,;12450;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;500,000;12;MES;15/12/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,8000;252;6;MES;15/06/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;3.79505E+12;N; n ;
TERP24;TERMOPERNAMBUCO SA;'002;'004;ND;Registrado;BRTMPEDBS051;DISPENSA ICVM 476/09;19/12/2013;;;15/12/2013;15/12/2019; - - - - - - ;;15/12/2013;20/12/2013;-;RCA;07/11/2013;RCA;27/11/2013;Escritural;Quirografária;Simples;55550;0,;0,;55550;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;333,300;12;MES;15/12/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,9500;252;6;MES;15/06/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;3.79505E+12;N; n ;
TERP34;TERMOPERNAMBUCO SA;'003;'004;ND;Registrado;BRTMPEDBS069;DISPENSA ICVM 476/09;19/12/2013;;;15/12/2013;15/12/2021; - - - - - - ;;15/12/2013;20/12/2013;-;RCA;07/11/2013;RCA;27/11/2013;Escritural;Quirografária;Simples;12000;0,;0,;12000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;12,417,868,800;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;500,000;12;MES;15/12/2020;-;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;71,500;252;12;MES;15/12/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;3.79505E+12;N; n ;
TFBR14;TELEFONICA BRASIL S/A;'ÚNI;'004;ND;Registrado;BRVIVTDBS051;DISPENSA ICVM 476/09;29/04/2013;;;25/04/2013;25/04/2018; - - - - - - ;;25/04/2013;30/04/2013;-;RCA;11/04/2013;;;Escritural;Quirografária;Simples;130000;0,;0,;130000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;DU;;100,00;0,000;-;;;-;-;-;-;-;-;0,6800;;6;MES;25/10/2013;-;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;ITAU UNIBANCO SA;2.55816E+12;N; n ;
TFCM11;FORTUNA COMERCIO SA;'ÚNI;'001;ND;Registrado;BRTFCMDBS007;DISPENSA ICVM 476/09;21/09/2015;;;15/09/2015;15/09/2020; - - - - - - ;;22/09/2015;22/09/2015;-;AGE;04/09/2015;;;Escritural;Real;Simples;40;0,;0,;40;0;0;0,;0,;0;0,;0;R$;1,000,000,000,000;R$;1,000,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;20,833;1;MES;15/10/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;45,000;252;1;MES;15/10/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO ITAU-BBA S/A;7.11724E+12;N; n ;
TFSPA1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'001;'001;ND;Registrado;BRTFSPDBS006;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;2393615;0,;0,;2393615;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,014,108;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPB1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'002;'001;ND;Registrado;BRTFSPDBS014;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/11/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;3158598;0,;0,;3158598;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,012,798;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPC1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'003;'001;ND;Registrado;BRTFSPDBS022;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/12/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;2184213;0,;0,;2184213;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,010,625;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPD1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'004;'001;ND;Registrado;BRTFSPDBS030;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;29/01/2016;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;504478;0,;0,;504478;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,009,181;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPE1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'005;'001;ND;Registrado;BRTFSPDBS048;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;29/02/2016;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;504478;0,;0,;504478;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,008,227;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPF1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'006;'001;ND;Registrado;BRTFSPDBS055;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/03/2016;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;504478;0,;0,;504478;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,006,150;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPG1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'007;'001;ND;Registrado;BRTFSPDBS063;DISPENSA ICVM 476/09;28/04/2016;;;30/10/2015;01/07/2018; - - - - - - ;;29/04/2016;29/04/2016;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;2136007;0,;0,;2136007;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,004,727;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPH1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'008;'001;ND;Registrado;BRTFSPDBS071;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/05/2016;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;1116914;0,;0,;1116914;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,003,348;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPI1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'009;'001;ND;Registrado;BRTFSPDBS089;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;01/07/2016;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;1116914;0,;0,;1116914;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,001,080;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPJ1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'010;'001;ND;Registrado;BRTFSPDBS097;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;1116914;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPK1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'011;'001;ND;Registrado;BRTFSPDBS0A4;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;1116914;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPL1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'012;'001;ND;Registrado;BRTFSPDBS0B2;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;1116914;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPM1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'013;'001;ND;Registrado;BRTFSPDBS0C0;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;1350543;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
TFSPN1;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS SA;'014;'001;ND;Registrado;BRTFSPDBS0D8;DISPENSA ICVM 476/09;29/10/2015;;;30/10/2015;01/07/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;25/09/2015;;;Escritural;Quirografária;Simples;1350543;0,;0,;0;0;0;0,;0,;0;0,;0;R$;1,000,000;R$;1,000,000;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;97,500;360;0,;-;01/07/2018;-;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BANCO BRASCAN S/A;1.737E+13;N; n ;
